id,title,type,age,description,address,city,state,zip_code,latitude,longitude,sale_price,rent_price,area,rooms,bath_rooms,image_links,owner_id
666,pede,Alphazap,96,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",74 Bonner Pass,Ballston Lake,NY,12019,38.189000,-85.676800,2494954.09,7797.80,9484.58,8,4,,16
667,blandit,Kanlam,78,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",69 Union Road,Davis,NC,28524,32.432000,-99.772400,18778608.19,3910.93,7651.36,9,2,,188
668,ridiculus mus,Stringtough,77,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,49 Carey Hill,Bossier City,LA,71113,41.916600,-88.120800,14991083.31,2198.48,2005.37,6,3,,40
669,tortor duis,Trippledex,70,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",121 Havey Hill,Larrabee,IA,51029,39.042900,-95.769700,21452731.15,5161.55,7438.93,9,5,,66
670,praesent blandit,Trippledex,63,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,603 Bluestem Terrace,Freeburn,KY,41528,47.653600,-117.431700,4222915.85,5044.06,7177.54,9,3,,254
671,ac,Quo Lux,72,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",2964 Gina Park,Lansing,MI,48919,33.786600,-118.298700,22745709.63,3286.13,934.48,6,2,,135
672,faucibus orci,Flexidy,76,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",284 Vidon Court,Wading River,NY,11792,32.952200,-96.665400,9222010.00,2418.80,9759.58,5,2,,16
673,tincidunt eu,Namfix,27,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",767 Chinook Crossing,Dallas,TX,75283,34.032400,-119.134300,12905693.95,6681.02,4321.54,10,2,,154
674,venenatis tristique fusce,Voyatouch,65,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",26431 Sachs Junction,Charlotte,NC,28253,33.161700,-87.514400,3603945.25,2673.59,5019.95,8,2,,146
675,nisl ut volutpat,Matsoft,53,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",01 Northridge Center,Ben Franklin,TX,75415,29.968600,-90.064600,21253912.07,2978.98,9645.30,8,3,,281
678,ultrices,Prodder,78,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",863 Ohio Lane,Millersburg,OH,44654,30.614300,-87.275800,20139371.93,5601.13,3086.04,10,5,,219
679,ipsum dolor,Wrapsafe,22,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",775 Glendale Street,Saint Paul,MN,55129,37.784800,-122.727800,10804370.71,7003.63,7571.33,9,5,,116
680,duis,Treeflex,74,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",848 Mifflin Plaza,Hamburg,LA,71339,27.167500,-82.381000,29528892.33,1617.75,8626.08,9,5,,233
683,rhoncus dui vel,Aerified,37,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",919 Lotheville Point,Port Alexander,AK,99836,36.173000,-115.066900,21556766.10,4470.38,7671.93,8,4,,178
684,suspendisse,Hatity,22,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",396 Lunder Pass,Curllsville,PA,16221,32.767300,-96.777600,5497073.96,3840.37,1043.95,6,2,,252
685,cum sociis,Bitchip,57,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",625 Twin Pines Alley,Otter Lake,MI,48464,38.010000,-121.369800,16104521.21,2615.32,8054.43,9,2,,112
686,penatibus,Subin,71,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",76 Elgar Plaza,Deer Park,WI,54007,32.771400,-97.291500,9405093.00,7418.33,6356.96,6,3,,300
687,vitae quam suspendisse,Flowdesk,70,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",707 Rockefeller Parkway,Williamstown,PA,17098,27.967100,-82.433400,23694652.34,7748.63,9441.89,10,4,,128
688,nisi vulputate nonummy,Wrapsafe,80,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",28076 Granby Park,Saxon,WV,25180,25.727400,-80.449700,10381190.42,7066.28,830.85,6,3,,2
689,sapien a libero,Gembucket,34,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",4879 Ronald Regan Road,Fox,OK,73435,38.354000,-81.639400,14344338.35,6282.21,9244.83,9,5,,181
690,quam sollicitudin,Wrapsafe,56,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",5 Atwood Plaza,Phoenix,AZ,85017,43.678300,-70.198700,13650403.85,2605.82,9608.96,8,4,,255
692,mauris sit,Tres-Zap,39,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",83 Independence Center,Beckley,WV,25926,37.625000,-77.495900,13664037.37,2710.05,1858.11,5,3,,92
807,vestibulum,Voyatouch,73,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,9 Crownhardt Circle,Kinta,OK,74552,40.808500,-73.919800,21251585.10,4818.54,1601.92,10,4,,119
698,pellentesque at,Zontrax,40,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",4 Mendota Alley,Tuscaloosa,AL,35486,30.202300,-92.018800,18899772.59,5278.17,4893.61,9,2,,234
699,eget massa tempor,Solarbreeze,29,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",870 Eastwood Parkway,Pellville,KY,42364,35.066400,-89.992100,13809715.45,5967.62,5217.29,8,3,,97
700,eget eleifend,Hatity,25,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",95 Bartelt Plaza,Tallahassee,FL,32302,33.998200,-84.341100,19460996.98,4581.59,2943.68,7,5,,186
701,orci pede,Latlux,89,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",3343 Spaight Parkway,Mesa,WA,99343,35.201700,-89.971500,17093012.26,3500.63,7683.77,10,3,,112
702,vestibulum ante ipsum,Regrant,32,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,977 Mosinee Alley,Bucklin,KS,67834,43.115400,-88.034600,28446614.02,6033.41,8492.42,10,2,,212
703,velit vivamus,Bigtax,32,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",8 Lake View Terrace,Piney Fork,OH,43941,41.308900,-73.363700,5470034.04,2655.01,2005.32,9,5,,67
704,vulputate justo,Alphazap,46,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,2276 Northridge Drive,Callahan,CA,96014,34.006000,-80.970800,24296280.01,5589.22,6509.67,6,4,,276
705,amet,Mat Lam Tam,39,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",8 Fuller Junction,Bellmont,IL,62811,38.977600,-77.386000,3477300.75,3232.37,9711.41,9,4,,163
706,non ligula,Gembucket,89,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",78056 Mccormick Way,Menlo,IA,50164,25.768000,-80.271400,2600290.42,7001.49,9379.82,6,2,,110
707,mauris,Sonsing,94,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",69506 Petterle Point,Anacoco,LA,71403,38.612800,-90.218500,7178778.21,2923.94,7937.09,8,5,,233
708,et ultrices posuere,Vagram,69,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1 Harper Circle,New York,NY,10107,41.811900,-87.687300,10894423.86,6863.72,8229.97,9,5,,181
709,metus vitae ipsum,Flowdesk,80,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",5785 Talisman Avenue,Kansasville,WI,53139,29.978100,-95.580300,12482818.79,655.65,907.83,10,5,,43
710,rutrum,Tampflex,76,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",4 Pepper Wood Alley,Colden,NY,14033,41.119000,-73.733000,24993152.33,5211.13,2813.70,8,3,,81
711,aliquam lacus morbi,Prodder,22,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",94223 Garrison Circle,Aydlett,NC,27916,42.352800,-71.187500,4367546.00,4770.36,352.97,10,5,,195
716,nisl duis,Duobam,50,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",9361 Lakeland Parkway,Houston,DE,19954,32.771400,-97.291500,13754296.70,6430.69,363.85,10,5,,191
718,amet lobortis sapien,Zathin,80,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",53 Canary Pass,Bogart,GA,30622,30.021100,-94.115700,24910477.79,5373.66,4564.10,8,5,,113
719,massa quis augue,Aerified,39,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",98822 Jay Lane,Smoaks,SC,29481,41.103900,-80.643600,20788732.75,5964.68,7248.23,10,3,,19
720,aenean fermentum,Matsoft,22,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",6623 Clove Terrace,Boiling Springs,PA,17007,31.869300,-102.031700,19316908.93,7050.94,7556.60,10,5,,123
721,nisl,Quo Lux,48,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",66 Cottonwood Road,Anderson,AL,35610,38.893300,-77.014600,27637071.66,4144.76,9842.47,6,3,,222
722,amet nulla,Span,23,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",955 Orin Point,Marion,KS,66861,40.632400,-74.117200,5896831.76,5160.20,8382.31,5,2,,163
723,sed interdum venenatis,Sub-Ex,77,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",8168 Claremont Pass,Allen,KS,66833,40.430000,-74.417300,3269351.00,3807.59,8372.44,8,2,,26
724,ut,Y-Solowarm,34,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",603 Sheridan Place,Buckeystown,MD,21717,29.540700,-98.552100,1151030.71,4962.49,3070.02,8,5,,26
725,elementum eu,Y-find,43,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",8 Reinke Court,Chinook,MT,59523,34.147800,-118.143600,8164133.67,2444.81,4516.24,8,3,,96
726,diam neque,Andalax,87,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",16308 Weeping Birch Court,Rockford,IL,61109,32.607600,-93.752600,24273109.04,656.53,4505.45,9,2,,203
727,lacus,Latlux,21,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",5747 Sloan Terrace,Charlotte,NC,28246,33.677300,-118.005100,25241165.02,2103.64,2046.75,5,3,,70
728,lorem,Biodex,70,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",6791 Thierer Court,Beaufort,SC,29903,32.607600,-93.752600,21628086.42,3654.64,3299.92,9,4,,196
734,sapien,Temp,61,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",818 Morrow Center,Radcliff,KY,40159,40.202300,-85.408200,24653764.05,5490.96,8986.56,8,5,,97
735,convallis nulla,Y-Solowarm,82,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",9 Village Green Road,Willard,MO,65781,41.672700,-93.572200,5469101.71,4479.84,4594.20,5,5,,292
736,vulputate,Home Ing,33,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",233 Continental Street,Arapahoe,NC,28510,38.611100,-90.322500,25701022.67,6180.63,9946.21,10,5,,42
737,quis orci nullam,Hatity,32,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",0 Bultman Lane,Connelly,NY,12417,38.596000,-121.397800,13472518.04,6074.02,1572.21,7,4,,246
738,ridiculus mus etiam,Konklux,50,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,1 Independence Parkway,Sacramento,CA,94205,25.558400,-80.458200,17755256.50,1497.80,868.09,8,4,,33
739,turpis adipiscing,Holdlamis,41,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",583 Fuller Park,Allerton,IL,61810,25.768000,-80.271400,29888353.10,4708.77,7277.57,10,2,,118
740,sapien cursus,Viva,79,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",757 Stuart Pass,Blooming Grove,TX,76626,42.334900,-83.180100,28637816.48,3324.12,6773.59,9,5,,195
741,aliquam non,Viva,50,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",965 Sunnyside Alley,Greenwood,AR,72936,37.381100,-122.334800,4077746.83,1021.68,1344.05,8,3,,232
742,platea,Andalax,91,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",9 Glendale Street,Trabuco Canyon,CA,92679,29.410600,-98.412800,29025618.13,4367.37,2319.40,6,4,,261
743,in eleifend quam,Latlux,38,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",202 Bonner Trail,Schenectady,NY,12309,34.734000,-86.522900,25811392.80,5494.48,941.29,10,4,,127
744,habitasse platea,Holdlamis,45,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",821 Gateway Circle,Bergoo,WV,26298,31.694800,-106.300000,24116066.17,6484.57,4574.65,10,2,,273
745,risus,Hatity,45,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,97590 Warrior Way,Hollis,NY,11423,38.893300,-77.014600,20693218.62,3600.20,7711.63,5,3,,21
828,et magnis,Aerified,54,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",98688 Beilfuss Trail,La Vergne,TN,37086,41.192800,-73.240200,26044897.39,1518.31,6883.63,9,3,,5
749,volutpat,Ronstring,91,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",7522 Manley Plaza,Rembrandt,IA,50576,37.524200,-77.493200,14127632.41,7230.01,7888.15,5,2,,178
750,ipsum dolor sit,Veribet,86,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",972 Upham Parkway,Bauxite,AR,72011,29.677900,-90.090100,21008920.62,6793.70,2155.11,7,4,,140
752,sapien,Y-find,21,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,2 Londonderry Street,Hempstead,NY,11549,38.893300,-77.014600,25579233.57,2680.79,9561.91,9,3,,274
753,semper,Duobam,69,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,87 Grover Park,Green Bay,WI,54306,34.200600,-118.486800,23428996.41,3488.37,3126.81,8,3,,151
754,rhoncus,Andalax,31,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",270 Fair Oaks Terrace,El Cajon,CA,92019,40.780800,-73.977200,10984773.73,1710.34,4146.49,10,3,,28
755,consectetuer adipiscing elit,Bitchip,83,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",27 Summerview Center,Arabi,LA,70032,41.243500,-95.962900,16275587.11,2611.52,403.01,8,4,,266
756,neque,Bitwolf,72,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",50 Nobel Hill,Swatara,MN,55785,33.899400,-117.906300,23232401.99,7248.73,6095.35,5,2,,206
757,sagittis,Bitwolf,36,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",62 Center Trail,Maxwell,NM,87728,40.732400,-74.043100,11469916.23,1089.03,3124.13,8,5,,120
758,feugiat non,Lotstring,44,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",8493 Cardinal Trail,Lemon Grove,CA,91946,30.344900,-81.683100,1660630.47,4614.64,8705.98,9,3,,121
759,quam sollicitudin,Stringtough,62,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,831 Miller Place,Dodge,ND,58625,37.680200,-121.921500,6257911.89,5018.42,7577.07,10,4,,282
760,interdum eu tincidunt,Voltsillam,83,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,61 Vera Crossing,Hockessin,DE,19707,45.005900,-93.105900,7131103.00,1052.87,5288.19,6,2,,276
